Latitude (decimal degrees):	44.505
Longitude (decimal degrees):	11.345
Elevation (m):	47
Radiation database:	PVGIS-SARAH


Slope: 41 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150924:0710,57130.0,84.03,21.35,14.46,4.42,0.0
20150924:0810,30500.0,51.41,30.63,14.79,4.63,0.0
20150924:0910,47330.0,72.49,38.31,15.13,4.83,0.0
20150924:1010,48500.0,74.03,43.46,15.33,4.49,0.0
20150924:1110,78250.0,109.89,45.11,15.53,4.16,0.0
20150924:1210,268100.0,331.3,42.88,15.73,3.82,0.0
20150924:1310,25710.0,45.42,37.29,15.72,3.84,0.0
20150924:1410,16560.0,33.11,29.32,15.7,3.87,0.0
20150924:1510,19540.0,37.2,19.86,15.69,3.89,0.0
20150924:1610,37840.0,60.15,9.58,15.36,3.72,0.0
20150924:1710,0.0,0.0,0.0,15.02,3.56,0.0
20150924:1810,0.0,0.0,0.0,14.69,3.39,0.0
20150924:1910,0.0,0.0,0.0,14.67,3.32,0.0
20150924:2010,0.0,0.0,0.0,14.66,3.26,0.0
20150924:2110,0.0,0.0,0.0,14.64,3.19,0.0
20150924:2210,0.0,0.0,0.0,14.63,3.07,0.0
20150924:2310,0.0,0.0,0.0,14.63,2.96,0.0
20150925:0010,0.0,0.0,0.0,14.62,2.84,0.0
20150925:0110,0.0,0.0,0.0,14.81,2.88,0.0
20150925:0210,0.0,0.0,0.0,15.01,2.92,0.0
20150925:0310,0.0,0.0,0.0,15.2,2.97,0.0
20150925:0410,0.0,0.0,0.0,15.6,2.51,0.0
20150925:0510,0.0,0.0,0.33,16.0,2.06,0.0
20150925:0610,155370.0,197.5,10.94,16.4,1.61,0.0
20150925:0710,25950.0,46.03,21.12,17.16,1.46,0.0
20150925:0810,95690.0,132.16,30.37,17.91,1.3,0.0
20150925:0910,214730.0,274.83,38.0,18.67,1.14,0.0
20150925:1010,209780.0,270.58,43.1,19.57,1.29,0.0
20150925:1110,282950.0,360.89,44.72,20.47,1.44,0.0
20150925:1210,95640.0,134.19,42.48,21.38,1.59,0.0
20150925:1310,101670.0,141.36,36.91,21.62,2.37,0.0
20150925:1410,77070.0,111.39,28.95,21.86,3.16,0.0
20150925:1510,513280.0,639.37,19.51,22.1,3.94,0.0
20150925:1610,117460.0,155.97,9.24,20.59,3.17,0.0
20150925:1710,0.0,0.0,0.0,19.07,2.4,0.0
20150925:1810,0.0,0.0,0.0,17.56,1.63,0.0
20150925:1910,0.0,0.0,0.0,16.82,1.72,0.0
20150925:2010,0.0,0.0,0.0,16.09,1.81,0.0
20150925:2110,0.0,0.0,0.0,15.35,1.9,0.0
20150925:2210,0.0,0.0,0.0,15.56,1.77,0.0
20150925:2310,0.0,0.0,0.0,15.77,1.64,0.0
20150926:0010,0.0,0.0,0.0,15.98,1.5,0.0
20150926:0110,0.0,0.0,0.0,15.93,1.45,0.0
20150926:0210,0.0,0.0,0.0,15.88,1.39,0.0
20150926:0310,0.0,0.0,0.0,15.83,1.34,0.0
20150926:0410,0.0,0.0,0.0,15.94,1.03,0.0
20150926:0510,0.0,0.0,0.12,16.04,0.71,0.0
20150926:0610,393750.0,486.11,10.72,16.15,0.4,0.0
20150926:0710,600210.0,762.53,20.88,17.84,1.19,0.0
20150926:0810,685190.0,881.76,30.1,19.53,1.97,0.0
20150926:0910,691800.0,890.58,37.69,21.23,2.76,0.0
20150926:1010,690510.0,883.98,42.74,21.49,3.4,0.0
20150926:1110,235580.0,301.62,44.33,21.75,4.04,0.0
20150926:1210,63770.0,95.07,42.08,22.02,4.68,0.0
20150926:1310,184850.0,239.94,36.52,21.8,4.48,0.0
20150926:1410,445390.0,552.43,28.58,21.58,4.28,0.0
20150926:1510,238480.0,299.36,19.16,21.36,4.08,0.0
20150926:1610,36740.0,59.85,8.9,20.11,3.44,0.0
20150926:1710,0.0,0.0,0.0,18.85,2.8,0.0
20150926:1810,0.0,0.0,0.0,17.6,2.15,0.0
20150926:1910,0.0,0.0,0.0,16.99,2.03,0.0
20150926:2010,0.0,0.0,0.0,16.39,1.91,0.0
20150926:2110,0.0,0.0,0.0,15.78,1.79,0.0
20150926:2210,0.0,0.0,0.0,15.74,1.77,0.0
20150926:2310,0.0,0.0,0.0,15.71,1.74,0.0
20150927:0010,0.0,0.0,0.0,15.67,1.71,0.0
20150927:0110,0.0,0.0,0.0,16.18,1.55,0.0
20150927:0210,0.0,0.0,0.0,16.68,1.4,0.0
20150927:0310,0.0,0.0,0.0,17.19,1.24,0.0
20150927:0410,0.0,0.0,0.0,17.22,1.25,0.0
20150927:0510,0.0,0.0,0.0,17.26,1.25,0.0
20150927:0610,12790.0,28.01,10.51,17.29,1.26,0.0
20150927:0710,221110.0,277.13,20.64,18.04,1.92,0.0
20150927:0810,200770.0,255.46,29.82,18.79,2.58,0.0
20150927:0910,211750.0,270.04,37.37,19.55,3.24,0.0
20150927:1010,423450.0,526.72,42.38,19.84,3.51,0.0
20150927:1110,71260.0,103.58,43.93,20.13,3.78,0.0
20150927:1210,95020.0,132.37,41.69,20.43,4.06,0.0
20150927:1310,359130.0,445.47,36.13,20.46,4.34,0.0
20150927:1410,151810.0,198.71,28.22,20.49,4.63,0.0
20150927:1510,299840.0,369.61,18.81,20.52,4.91,0.0
20150927:1610,237200.0,293.18,8.56,19.41,3.97,0.0
20150927:1710,0.0,0.0,0.0,18.29,3.03,0.0
20150927:1810,0.0,0.0,0.0,17.18,2.1,0.0
20150927:1910,0.0,0.0,0.0,16.87,2.19,0.0
20150927:2010,0.0,0.0,0.0,16.57,2.28,0.0
20150927:2110,0.0,0.0,0.0,16.26,2.37,0.0
20150927:2210,0.0,0.0,0.0,16.34,2.14,0.0
20150927:2310,0.0,0.0,0.0,16.42,1.91,0.0
20150928:0010,0.0,0.0,0.0,16.5,1.68,0.0
20150928:0110,0.0,0.0,0.0,16.5,1.76,0.0
20150928:0210,0.0,0.0,0.0,16.5,1.83,0.0
20150928:0310,0.0,0.0,0.0,16.5,1.9,0.0
20150928:0410,0.0,0.0,0.0,16.49,1.99,0.0
20150928:0510,0.0,0.0,0.0,16.48,2.08,0.0
20150928:0610,31040.0,52.09,10.29,16.47,2.17,0.0
20150928:0710,80790.0,113.15,20.4,17.24,2.9,0.0
20150928:0810,131540.0,173.61,29.55,18.01,3.64,0.0
20150928:0910,291670.0,361.92,37.06,18.78,4.37,0.0
20150928:1010,476360.0,587.0,42.02,19.06,4.52,0.0
20150928:1110,749900.0,942.8,43.54,19.34,4.68,0.0
20150928:1210,672260.0,838.56,41.29,19.62,4.83,0.0
20150928:1310,792720.0,997.84,35.75,19.59,4.99,0.0
20150928:1410,188820.0,240.46,27.85,19.55,5.16,0.0
20150928:1510,55990.0,84.21,18.46,19.52,5.32,0.0
20150928:1610,19000.0,36.6,8.22,18.5,4.76,0.0
20150928:1710,0.0,0.0,0.0,17.48,4.19,0.0
20150928:1810,0.0,0.0,0.0,16.46,3.63,0.0
20150928:1910,0.0,0.0,0.0,16.29,3.74,0.0
20150928:2010,0.0,0.0,0.0,16.11,3.85,0.0
20150928:2110,0.0,0.0,0.0,15.94,3.96,0.0
20150928:2210,0.0,0.0,0.0,15.92,3.9,0.0
20150928:2310,0.0,0.0,0.0,15.89,3.84,0.0
20150929:0010,0.0,0.0,0.0,15.87,3.78,0.0
20150929:0110,0.0,0.0,0.0,15.8,4.04,0.0
20150929:0210,0.0,0.0,0.0,15.72,4.29,0.0
20150929:0310,0.0,0.0,0.0,15.65,4.55,0.0
20150929:0410,0.0,0.0,0.0,15.62,4.39,0.0
20150929:0510,0.0,0.0,0.0,15.59,4.22,0.0
20150929:0610,23170.0,41.84,10.07,15.56,4.06,0.0
20150929:0710,71320.0,101.52,20.16,16.38,4.46,0.0
20150929:0810,109560.0,147.21,29.28,17.2,4.87,0.0
20150929:0910,212140.0,267.25,36.74,18.02,5.28,0.0
20150929:1010,155660.0,202.53,41.66,18.35,5.18,0.0
20150929:1110,587380.0,723.76,43.15,18.68,5.07,0.0
20150929:1210,93530.0,129.67,40.89,19.01,4.97,0.0
20150929:1310,432400.0,529.53,35.36,18.69,4.69,0.0
20150929:1410,44650.0,70.08,27.48,18.36,4.4,0.0
20150929:1510,644310.0,794.12,18.11,18.04,4.12,0.0
20150929:1610,275570.0,335.29,7.88,17.1,3.19,0.0
20150929:1710,0.0,0.0,0.0,16.15,2.26,0.0
20150929:1810,0.0,0.0,0.0,15.21,1.32,0.0
20150929:1910,0.0,0.0,0.0,14.95,1.39,0.0
20150929:2010,0.0,0.0,0.0,14.69,1.46,0.0
20150929:2110,0.0,0.0,0.0,14.43,1.53,0.0
20150929:2210,0.0,0.0,0.0,14.51,1.48,0.0
20150929:2310,0.0,0.0,0.0,14.59,1.43,0.0
20150930:0010,0.0,0.0,0.0,14.67,1.38,0.0
20150930:0110,0.0,0.0,0.0,14.58,1.73,0.0
20150930:0210,0.0,0.0,0.0,14.48,2.09,0.0
20150930:0310,0.0,0.0,0.0,14.39,2.44,0.0
20150930:0410,0.0,0.0,0.0,14.66,2.5,0.0
20150930:0510,0.0,0.0,0.0,14.92,2.56,0.0
20150930:0610,37190.0,59.35,9.84,15.19,2.62,0.0
20150930:0710,168360.0,212.73,19.92,16.05,3.51,0.0
20150930:0810,411510.0,498.75,29.0,16.91,4.4,0.0
20150930:0910,619130.0,757.98,36.43,17.78,5.3,0.0
20150930:1010,730730.0,906.02,41.3,17.85,5.1,0.0
20150930:1110,32710.0,54.94,42.76,17.93,4.9,0.0
20150930:1210,35570.0,58.61,40.49,18.01,4.7,0.0
20150930:1310,41380.0,65.86,34.98,17.82,4.79,0.0
20150930:1410,22810.0,41.87,27.12,17.62,4.87,0.0
20150930:1510,24770.0,44.46,17.76,17.43,4.95,0.0
20150930:1610,10140.0,24.02,7.54,16.65,4.47,0.0
20150930:1710,0.0,0.0,0.0,15.88,3.99,0.0
20150930:1810,0.0,0.0,0.0,15.1,3.5,0.0
20150930:1910,0.0,0.0,0.0,14.91,3.48,0.0
20150930:2010,0.0,0.0,0.0,14.72,3.45,0.0
20150930:2110,0.0,0.0,0.0,14.53,3.42,0.0
20150930:2210,0.0,0.0,0.0,14.56,3.29,0.0
20150930:2310,0.0,0.0,0.0,14.58,3.16,0.0
20151001:0010,0.0,0.0,0.0,14.61,3.03,0.0
20151001:0110,0.0,0.0,0.0,13.95,3.25,0.0
20151001:0210,0.0,0.0,0.0,13.29,3.46,0.0
20151001:0310,0.0,0.0,0.0,12.63,3.67,0.0
20151001:0410,0.0,0.0,0.0,12.69,3.99,0.0
20151001:0510,0.0,0.0,0.0,12.75,4.3,0.0
20151001:0610,38190.0,59.94,9.62,12.81,4.62,0.0
20151001:0710,7490.0,19.67,19.67,13.04,4.59,0.0
20151001:0810,30190.0,50.7,28.73,13.27,4.57,0.0
20151001:0910,37240.0,59.64,36.11,13.5,4.54,0.0
20151001:1010,34430.0,56.24,40.94,13.78,3.97,0.0
20151001:1110,39810.0,63.05,42.37,14.06,3.41,0.0
20151001:1210,45490.0,70.14,40.1,14.34,2.84,0.0
20151001:1310,52690.0,78.67,34.59,13.63,2.57,0.0
20151001:1410,62460.0,90.14,26.76,12.93,2.31,0.0
20151001:1510,40100.0,62.94,17.42,12.22,2.04,0.0
20151001:1610,93680.0,123.87,7.21,12.56,2.21,0.0
20151001:1710,0.0,0.0,0.0,12.9,2.37,0.0
20151001:1810,0.0,0.0,0.0,13.25,2.54,0.0
20151001:1910,0.0,0.0,0.0,13.55,2.2,0.0
20151001:2010,0.0,0.0,0.0,13.85,1.87,0.0
20151001:2110,0.0,0.0,0.0,14.16,1.53,0.0
20151001:2210,0.0,0.0,0.0,14.32,2.06,0.0
20151001:2310,0.0,0.0,0.0,14.48,2.6,0.0
20151002:0010,0.0,0.0,0.0,14.65,3.13,0.0
20151002:0110,0.0,0.0,0.0,14.76,3.09,0.0
20151002:0210,0.0,0.0,0.0,14.87,3.06,0.0
20151002:0310,0.0,0.0,0.0,14.99,3.02,0.0
20151002:0410,0.0,0.0,0.0,14.99,3.05,0.0
20151002:0510,0.0,0.0,0.0,15.0,3.08,0.0
20151002:0610,710.0,7.53,9.4,15.01,3.1,0.0
20151002:0710,7360.0,19.67,19.43,16.18,3.41,0.0
20151002:0810,56370.0,84.26,28.45,17.35,3.72,0.0
20151002:0910,33590.0,56.19,35.79,18.52,4.03,0.0
20151002:1010,30820.0,52.67,40.57,18.74,4.9,0.0
20151002:1110,38180.0,62.15,41.98,18.96,5.77,0.0
20151002:1210,29870.0,51.49,39.7,19.18,6.63,0.0
20151002:1310,52270.0,79.5,34.21,18.38,6.0,0.0
20151002:1410,21580.0,40.22,26.39,17.59,5.37,0.0
20151002:1510,8950.0,22.2,17.07,16.8,4.73,0.0
20151002:1610,1190.0,8.66,6.88,16.75,4.46,0.0
20151002:1710,0.0,0.0,0.0,16.69,4.2,0.0
20151002:1810,0.0,0.0,0.0,16.64,3.93,0.0
20151002:1910,0.0,0.0,0.0,16.69,3.7,0.0
20151002:2010,0.0,0.0,0.0,16.74,3.47,0.0
20151002:2110,0.0,0.0,0.0,16.8,3.24,0.0
20151002:2210,0.0,0.0,0.0,16.94,2.62,0.0
20151002:2310,0.0,0.0,0.0,17.09,2.0,0.0
20151003:0010,0.0,0.0,0.0,17.24,1.38,0.0
20151003:0110,0.0,0.0,0.0,16.31,1.28,0.0
20151003:0210,0.0,0.0,0.0,15.38,1.19,0.0
20151003:0310,0.0,0.0,0.0,14.46,1.09,0.0
20151003:0410,0.0,0.0,0.0,14.55,1.18,0.0
20151003:0510,0.0,0.0,0.0,14.65,1.27,0.0
20151003:0610,98470.0,130.99,9.17,14.75,1.37,0.0
20151003:0710,168090.0,213.49,19.18,16.06,1.6,0.0
20151003:0810,195130.0,247.75,28.17,17.38,1.83,0.0
20151003:0910,171760.0,222.77,35.47,18.7,2.07,0.0
20151003:1010,695180.0,896.97,40.21,19.2,1.98,0.0
20151003:1110,774470.0,1017.54,41.59,19.71,1.89,0.0
20151003:1210,735800.0,964.31,39.31,20.22,1.81,0.0
20151003:1310,717590.0,930.92,33.83,19.67,1.95,0.0
20151003:1410,65730.0,96.49,26.03,19.13,2.09,0.0
20151003:1510,265220.0,328.72,16.73,18.58,2.23,0.0
20151003:1610,97290.0,130.52,6.54,17.52,2.3,0.0
20151003:1710,0.0,0.0,0.0,16.45,2.36,0.0
20151003:1810,0.0,0.0,0.0,15.39,2.43,0.0
20151003:1910,0.0,0.0,0.0,15.01,1.95,0.0
20151003:2010,0.0,0.0,0.0,14.63,1.47,0.0
20151003:2110,0.0,0.0,0.0,14.25,0.99,0.0
20151003:2210,0.0,0.0,0.0,14.19,1.38,0.0
20151003:2310,0.0,0.0,0.0,14.13,1.77,0.0
20151004:0010,0.0,0.0,0.0,14.08,2.15,0.0
20151004:0110,0.0,0.0,0.0,14.4,2.43,0.0
20151004:0210,0.0,0.0,0.0,14.73,2.71,0.0
20151004:0310,0.0,0.0,0.0,15.06,2.99,0.0
20151004:0410,0.0,0.0,0.0,15.13,3.3,0.0
20151004:0510,0.0,0.0,0.0,15.2,3.61,0.0
20151004:0610,1010.0,8.22,8.95,15.27,3.92,0.0
20151004:0710,382660.0,460.01,18.93,15.86,4.13,0.0
20151004:0810,47310.0,72.85,27.89,16.45,4.35,0.0
20151004:0910,59720.0,88.22,35.15,17.04,4.57,0.0
20151004:1010,416340.0,508.32,39.85,17.43,4.72,0.0
20151004:1110,810580.0,1014.95,41.2,17.82,4.87,0.0
20151004:1210,781450.0,975.82,38.91,18.21,5.02,0.0
20151004:1310,608160.0,750.47,33.45,18.56,4.51,0.0
20151004:1410,150950.0,196.24,25.67,18.92,4.0,0.0
20151004:1510,104460.0,141.27,16.39,19.28,3.49,0.0
20151004:1610,47000.0,71.69,6.21,18.45,2.57,0.0
20151004:1710,0.0,0.0,0.0,17.61,1.65,0.0
20151004:1810,0.0,0.0,0.0,16.78,0.73,0.0
20151004:1910,0.0,0.0,0.0,16.32,0.89,0.0
20151004:2010,0.0,0.0,0.0,15.86,1.04,0.0
20151004:2110,0.0,0.0,0.0,15.41,1.2,0.0
20151004:2210,0.0,0.0,0.0,15.35,1.34,0.0
20151004:2310,0.0,0.0,0.0,15.29,1.48,0.0
20151005:0010,0.0,0.0,0.0,15.23,1.61,0.0
20151005:0110,0.0,0.0,0.0,15.4,1.44,0.0
20151005:0210,0.0,0.0,0.0,15.57,1.27,0.0
20151005:0310,0.0,0.0,0.0,15.75,1.1,0.0
20151005:0410,0.0,0.0,0.0,15.66,1.13,0.0
20151005:0510,0.0,0.0,0.0,15.57,1.15,0.0
20151005:0610,11570.0,26.05,8.72,15.48,1.17,0.0
20151005:0710,478680.0,594.12,18.69,16.98,1.23,0.0
20151005:0810,654070.0,842.23,27.61,18.48,1.29,0.0
20151005:0910,541910.0,692.01,34.83,19.99,1.35,0.0
20151005:1010,280190.0,355.84,39.49,20.32,1.71,0.0
20151005:1110,465610.0,588.78,40.81,20.66,2.06,0.0
20151005:1210,446540.0,562.56,38.52,21.0,2.41,0.0
20151005:1310,389410.0,490.34,33.07,21.3,2.1,0.0
20151005:1410,50640.0,78.73,25.31,21.6,1.78,0.0
20151005:1510,188800.0,243.2,16.04,21.9,1.46,0.0
20151005:1610,26600.0,46.8,5.88,20.83,2.02,0.0
20151005:1710,0.0,0.0,0.0,19.76,2.58,0.0
20151005:1810,0.0,0.0,0.0,18.7,3.14,0.0
20151005:1910,0.0,0.0,0.0,18.04,2.86,0.0
20151005:2010,0.0,0.0,0.0,17.39,2.57,0.0
20151005:2110,0.0,0.0,0.0,16.74,2.29,0.0
20151005:2210,0.0,0.0,0.0,16.72,2.31,0.0
20151005:2310,0.0,0.0,0.0,16.7,2.34,0.0
20151006:0010,0.0,0.0,0.0,16.69,2.36,0.0
20151006:0110,0.0,0.0,0.0,16.77,2.11,0.0
20151006:0210,0.0,0.0,0.0,16.85,1.85,0.0
20151006:0310,0.0,0.0,0.0,16.94,1.6,0.0
20151006:0410,0.0,0.0,0.0,17.05,1.38,0.0
20151006:0510,0.0,0.0,0.0,17.16,1.17,0.0
20151006:0610,700.0,7.54,8.49,17.27,0.95,0.0
20151006:0710,6810.0,18.94,18.44,18.01,0.86,0.0
20151006:0810,31190.0,53.23,27.33,18.75,0.78,0.0
20151006:0910,62220.0,92.57,34.5,19.49,0.69,0.0
20151006:1010,71990.0,104.49,39.13,19.48,1.4,0.0
20151006:1110,31000.0,53.14,40.42,19.48,2.11,0.0
20151006:1210,59280.0,88.72,38.13,19.48,2.81,0.0
20151006:1310,21230.0,40.13,32.7,19.8,2.59,0.0
20151006:1410,18300.0,36.13,24.96,20.13,2.36,0.0
20151006:1510,629990.0,802.34,15.71,20.46,2.14,0.0
20151006:1610,5740.0,17.27,5.56,19.29,1.89,0.0
20151006:1710,0.0,0.0,0.0,18.12,1.63,0.0
20151006:1810,0.0,0.0,0.0,16.96,1.38,0.0
20151006:1910,0.0,0.0,0.0,16.65,1.26,0.0
20151006:2010,0.0,0.0,0.0,16.34,1.15,0.0
20151006:2110,0.0,0.0,0.0,16.04,1.03,0.0
20151006:2210,0.0,0.0,0.0,15.73,1.05,0.0
20151006:2310,0.0,0.0,0.0,15.42,1.06,0.0
20151007:0010,0.0,0.0,0.0,15.12,1.08,0.0
20151007:0110,0.0,0.0,0.0,15.65,1.37,0.0
20151007:0210,0.0,0.0,0.0,16.19,1.67,0.0
20151007:0310,0.0,0.0,0.0,16.73,1.97,0.0
20151007:0410,0.0,0.0,0.0,16.53,2.05,0.0
20151007:0510,0.0,0.0,0.0,16.33,2.12,0.0
20151007:0610,19160.0,36.52,8.26,16.13,2.19,0.0
20151007:0710,146770.0,189.1,18.18,17.12,2.64,0.0
20151007:0810,673130.0,844.03,27.05,18.11,3.09,0.0
20151007:0910,291600.0,363.08,34.18,19.1,3.53,0.0
20151007:1010,50400.0,77.7,38.77,19.38,3.1,0.0
20151007:1110,378130.0,472.5,40.04,19.66,2.68,0.0
20151007:1210,237400.0,302.39,37.74,19.95,2.25,0.0
20151007:1310,471070.0,589.75,32.32,20.07,2.4,0.0
20151007:1410,352070.0,437.63,24.6,20.2,2.56,0.0
20151007:1510,71550.0,103.11,15.37,20.33,2.72,0.0
20151007:1610,37270.0,59.87,5.23,19.43,2.17,0.0
20151007:1710,0.0,0.0,0.0,18.52,1.61,0.0
20151007:1810,0.0,0.0,0.0,17.62,1.06,0.0
20151007:1910,0.0,0.0,0.0,17.17,1.31,0.0
20151007:2010,0.0,0.0,0.0,16.72,1.57,0.0
20151007:2110,0.0,0.0,0.0,16.28,1.82,0.0
20151007:2210,0.0,0.0,0.0,16.21,1.68,0.0
20151007:2310,0.0,0.0,0.0,16.14,1.54,0.0
20151008:0010,0.0,0.0,0.0,16.07,1.41,0.0
20151008:0110,0.0,0.0,0.0,15.91,1.43,0.0
20151008:0210,0.0,0.0,0.0,15.76,1.46,0.0
20151008:0310,0.0,0.0,0.0,15.61,1.49,0.0
20151008:0410,0.0,0.0,0.0,15.63,1.74,0.0
20151008:0510,0.0,0.0,0.0,15.65,1.99,0.0
20151008:0610,78530.0,108.14,8.03,15.68,2.23,0.0
20151008:0710,321660.0,392.97,17.93,16.77,2.3,0.0
20151008:0810,376800.0,464.03,26.76,17.87,2.37,0.0
20151008:0910,736990.0,947.24,33.86,18.97,2.44,0.0
20151008:1010,673370.0,859.36,38.41,19.35,2.5,0.0
20151008:1110,706890.0,907.89,39.65,19.74,2.56,0.0
20151008:1210,477140.0,598.06,37.35,20.13,2.62,0.0
20151008:1310,194910.0,250.33,31.95,19.81,2.62,0.0
20151008:1410,568490.0,712.1,24.25,19.5,2.61,0.0
20151008:1510,528810.0,656.26,15.03,19.18,2.61,0.0
20151008:1610,259050.0,317.48,4.91,17.98,2.32,0.0
20151008:1710,0.0,0.0,0.0,16.78,2.04,0.0
20151008:1810,0.0,0.0,0.0,15.59,1.75,0.0
20151008:1910,0.0,0.0,0.0,15.12,1.68,0.0
20151008:2010,0.0,0.0,0.0,14.66,1.6,0.0
20151008:2110,0.0,0.0,0.0,14.2,1.53,0.0
20151008:2210,0.0,0.0,0.0,14.08,1.54,0.0
20151008:2310,0.0,0.0,0.0,13.96,1.56,0.0
20151009:0010,0.0,0.0,0.0,13.85,1.57,0.0
20151009:0110,0.0,0.0,0.0,14.18,1.46,0.0
20151009:0210,0.0,0.0,0.0,14.51,1.34,0.0
20151009:0310,0.0,0.0,0.0,14.84,1.23,0.0
20151009:0410,0.0,0.0,0.0,14.7,1.22,0.0
20151009:0510,0.0,0.0,0.0,14.57,1.21,0.0
20151009:0610,8450.0,21.28,7.8,14.44,1.2,0.0
20151009:0710,139200.0,179.83,17.68,15.77,1.52,0.0
20151009:0810,290840.0,359.84,26.48,17.1,1.83,0.0
20151009:0910,364280.0,452.47,33.54,18.43,2.15,0.0
20151009:1010,541680.0,679.9,38.05,18.79,2.33,0.0
20151009:1110,733440.0,943.33,39.27,19.16,2.51,0.0
20151009:1210,692130.0,883.87,36.97,19.53,2.69,0.0
20151009:1310,450100.0,558.75,31.58,19.03,2.61,0.0
20151009:1410,219560.0,276.18,23.9,18.54,2.52,0.0
20151009:1510,101600.0,137.17,14.7,18.04,2.44,0.0
20151009:1610,39200.0,61.59,4.59,17.29,2.35,0.0
20151009:1710,0.0,0.0,0.0,16.54,2.26,0.0
20151009:1810,0.0,0.0,0.0,15.79,2.17,0.0
20151009:1910,0.0,0.0,0.0,15.57,1.84,0.0
20151009:2010,0.0,0.0,0.0,15.35,1.52,0.0
20151009:2110,0.0,0.0,0.0,15.13,1.2,0.0
20151009:2210,0.0,0.0,0.0,15.21,1.02,0.0
20151009:2310,0.0,0.0,0.0,15.29,0.83,0.0
20151010:0010,0.0,0.0,0.0,15.37,0.65,0.0
20151010:0110,0.0,0.0,0.0,15.49,0.93,0.0
20151010:0210,0.0,0.0,0.0,15.61,1.21,0.0
20151010:0310,0.0,0.0,0.0,15.74,1.49,0.0
20151010:0410,0.0,0.0,0.0,15.63,1.83,0.0
20151010:0510,0.0,0.0,0.0,15.52,2.16,0.0
20151010:0610,5000.0,15.79,7.57,15.41,2.5,0.0
20151010:0710,78910.0,109.97,17.43,15.63,2.64,0.0
20151010:0810,37580.0,60.66,26.19,15.85,2.78,0.0
20151010:0910,40240.0,64.07,33.21,16.07,2.92,0.0
20151010:1010,47710.0,73.26,37.69,15.79,3.56,0.0
20151010:1110,92730.0,126.98,38.89,15.52,4.19,0.0
20151010:1210,43850.0,68.28,36.58,15.25,4.83,0.0
20151010:1310,44690.0,69.09,31.21,14.48,4.34,0.0
20151010:1410,15400.0,31.26,23.55,13.72,3.86,0.0
20151010:1510,29140.0,49.35,14.37,12.96,3.38,0.0
20151010:1610,3230.0,12.58,4.27,12.95,3.52,0.0
20151010:1710,0.0,0.0,0.0,12.94,3.66,0.0
20151010:1810,0.0,0.0,0.0,12.94,3.79,0.0
20151010:1910,0.0,0.0,0.0,12.84,3.76,0.0
20151010:2010,0.0,0.0,0.0,12.74,3.72,0.0
20151010:2110,0.0,0.0,0.0,12.64,3.68,0.0
20151010:2210,0.0,0.0,0.0,12.76,3.11,0.0
20151010:2310,0.0,0.0,0.0,12.89,2.53,0.0
20151011:0010,0.0,0.0,0.0,13.02,1.96,0.0
20151011:0110,0.0,0.0,0.0,13.19,2.28,0.0
20151011:0210,0.0,0.0,0.0,13.36,2.6,0.0
20151011:0310,0.0,0.0,0.0,13.54,2.92,0.0
20151011:0410,0.0,0.0,0.0,13.51,3.16,0.0
20151011:0510,0.0,0.0,0.0,13.48,3.4,0.0
20151011:0610,370220.0,438.51,7.34,13.45,3.64,0.0
20151011:0710,402160.0,481.36,17.17,14.48,3.49,0.0
20151011:0810,478180.0,579.29,25.91,15.51,3.33,0.0
20151011:0910,516020.0,632.48,32.89,16.54,3.17,0.0
20151011:1010,795480.0,1018.22,37.33,16.86,2.57,0.0
20151011:1110,570210.0,715.16,38.51,17.19,1.98,0.0
20151011:1210,703400.0,909.78,36.2,17.52,1.38,0.0
20151011:1310,687440.0,884.35,30.84,17.89,1.54,0.0
20151011:1410,650370.0,828.85,23.2,18.27,1.7,0.0
20151011:1510,526040.0,655.94,14.04,18.65,1.86,0.0
20151011:1610,247610.0,303.05,3.96,17.7,2.4,0.0
20151011:1710,0.0,0.0,0.0,16.74,2.94,0.0
20151011:1810,0.0,0.0,0.0,15.79,3.48,0.0
20151011:1910,0.0,0.0,0.0,15.14,3.67,0.0
20151011:2010,0.0,0.0,0.0,14.49,3.86,0.0
20151011:2110,0.0,0.0,0.0,13.85,4.06,0.0
20151011:2210,0.0,0.0,0.0,13.59,3.94,0.0
20151011:2310,0.0,0.0,0.0,13.34,3.83,0.0
20151012:0010,0.0,0.0,0.0,13.09,3.72,0.0
20151012:0110,0.0,0.0,0.0,13.21,3.37,0.0
20151012:0210,0.0,0.0,0.0,13.34,3.02,0.0
20151012:0310,0.0,0.0,0.0,13.47,2.66,0.0
20151012:0410,0.0,0.0,0.0,13.32,2.21,0.0
20151012:0510,0.0,0.0,0.0,13.17,1.76,0.0
20151012:0610,342810.0,411.31,7.1,13.02,1.31,0.0
20151012:0710,605880.0,757.12,16.92,14.85,1.2,0.0
20151012:0810,692460.0,892.64,25.62,16.69,1.08,0.0
20151012:0910,741380.0,980.15,32.57,18.53,0.97,0.0
20151012:1010,733390.0,972.7,36.97,18.93,0.91,0.0
20151012:1110,669880.0,880.4,38.13,19.33,0.85,0.0
20151012:1210,614320.0,801.02,35.82,19.73,0.79,0.0
20151012:1310,362720.0,458.48,30.48,19.75,0.71,0.0
20151012:1410,464330.0,589.9,22.86,19.78,0.63,0.0
